,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
9041,35,admin.,single,university.degree,no,no,no,cellular,aug,mon,724,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
9042,33,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,67,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
9043,43,technician,married,university.degree,unknown,unknown,unknown,cellular,may,tue,426,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,yes
9044,27,entrepreneur,divorced,university.degree,unknown,no,no,telephone,may,thu,9,5,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
9045,57,management,divorced,university.degree,no,unknown,unknown,telephone,nov,fri,162,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
9046,51,entrepreneur,single,basic.9y,no,no,yes,cellular,may,wed,89,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
9047,40,blue-collar,divorced,basic.9y,no,no,no,cellular,nov,fri,154,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
9048,36,admin.,married,high.school,no,no,no,cellular,apr,fri,78,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,no
9049,41,services,single,high.school,no,yes,yes,telephone,may,wed,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
9050,32,admin.,married,university.degree,no,no,yes,cellular,aug,wed,280,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9051,37,admin.,married,high.school,no,yes,no,telephone,may,mon,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9052,53,entrepreneur,married,university.degree,no,yes,yes,cellular,jul,thu,736,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9053,30,services,single,high.school,no,unknown,unknown,cellular,may,thu,11,15,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
9054,42,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
9055,37,retired,divorced,basic.9y,unknown,no,no,cellular,nov,tue,378,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
9056,88,retired,divorced,basic.4y,no,no,no,cellular,oct,wed,512,2,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,yes
9057,26,unemployed,single,professional.course,no,no,no,telephone,may,thu,7,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
9058,28,blue-collar,single,basic.9y,no,no,no,telephone,may,mon,404,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9059,46,services,married,high.school,no,yes,yes,cellular,may,wed,270,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
9060,29,blue-collar,married,professional.course,no,no,no,telephone,may,wed,34,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
9061,56,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,282,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9062,28,unemployed,married,professional.course,no,no,no,cellular,aug,fri,276,2,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,yes
9063,36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,267,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
9064,27,technician,single,professional.course,no,no,no,cellular,may,tue,267,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
9065,46,entrepreneur,married,high.school,no,no,yes,telephone,may,fri,225,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9066,31,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,167,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
9067,36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,140,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
9068,58,admin.,married,university.degree,no,yes,no,cellular,aug,wed,225,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9069,40,admin.,married,professional.course,no,yes,yes,cellular,jul,thu,203,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
9070,33,blue-collar,single,basic.9y,unknown,yes,yes,telephone,may,fri,97,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
9071,45,unemployed,married,university.degree,no,yes,no,cellular,aug,mon,211,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
9072,43,admin.,single,university.degree,no,yes,no,cellular,jul,mon,73,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9073,35,blue-collar,married,basic.6y,no,yes,yes,telephone,may,wed,305,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
9074,30,admin.,married,university.degree,no,no,no,cellular,aug,wed,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9075,25,technician,single,professional.course,no,no,yes,cellular,apr,mon,112,4,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
9076,34,admin.,married,university.degree,no,yes,no,telephone,may,fri,154,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
9077,55,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,149,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
9078,35,services,single,high.school,no,no,no,cellular,jul,tue,161,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9079,26,management,single,university.degree,no,yes,no,cellular,jul,tue,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9080,33,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,730,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
9081,32,student,single,university.degree,no,no,no,cellular,nov,wed,138,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
9082,69,retired,married,university.degree,no,yes,no,cellular,oct,thu,199,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,no
9083,34,admin.,divorced,basic.6y,no,no,no,telephone,may,fri,111,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9084,37,services,divorced,basic.9y,no,yes,no,cellular,jul,wed,684,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
9085,31,technician,single,professional.course,no,yes,no,cellular,jul,tue,77,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9086,41,technician,single,university.degree,unknown,no,no,telephone,may,wed,79,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
9087,46,blue-collar,married,basic.6y,unknown,yes,no,telephone,jul,tue,54,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9088,57,technician,married,basic.9y,no,no,no,cellular,jul,tue,94,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9089,39,technician,married,university.degree,no,yes,yes,cellular,nov,thu,42,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
9090,56,technician,married,professional.course,no,yes,no,cellular,jul,mon,163,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
9091,30,housemaid,married,high.school,unknown,yes,yes,telephone,jun,mon,18,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
9092,29,admin.,single,basic.9y,no,yes,no,telephone,may,wed,41,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
9093,34,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,fri,306,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
9094,31,entrepreneur,single,university.degree,no,yes,no,cellular,aug,fri,211,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,yes
9095,42,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,72,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,no
9096,31,technician,married,professional.course,no,no,no,cellular,apr,mon,551,3,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no
9097,49,blue-collar,married,basic.6y,no,no,no,cellular,aug,mon,383,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9098,33,admin.,married,basic.9y,no,no,no,cellular,may,tue,127,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
9099,33,admin.,married,high.school,no,yes,no,telephone,may,fri,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
9100,33,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,391,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9101,30,admin.,divorced,high.school,no,yes,no,telephone,jun,fri,9,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
9102,31,admin.,married,high.school,no,no,no,telephone,may,thu,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
9103,35,admin.,married,high.school,no,yes,no,cellular,nov,tue,17,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
9104,41,services,married,high.school,unknown,no,no,telephone,jun,mon,33,21,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
9105,36,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,86,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
9106,41,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,73,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9107,34,technician,married,professional.course,no,yes,no,cellular,aug,fri,168,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9108,29,admin.,single,university.degree,no,no,no,telephone,jun,mon,109,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
9109,33,blue-collar,single,basic.9y,no,no,yes,cellular,may,wed,331,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
9110,38,admin.,married,university.degree,no,yes,no,cellular,aug,mon,124,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9111,39,technician,married,university.degree,no,yes,no,cellular,jun,mon,713,2,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,yes
9112,27,admin.,married,high.school,no,no,yes,cellular,may,thu,279,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
9113,37,admin.,single,high.school,unknown,yes,no,cellular,nov,mon,387,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
9114,45,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,thu,152,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9115,57,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,71,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
9116,44,entrepreneur,married,high.school,no,no,no,cellular,nov,wed,130,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
9117,37,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,191,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
9118,32,admin.,single,university.degree,no,no,no,cellular,nov,thu,40,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
9119,40,blue-collar,single,basic.9y,no,no,no,cellular,apr,wed,274,1,999,1,failure,-1.8,93.075,-47.1,1.498,5099.1,no
9120,43,management,married,basic.6y,unknown,no,no,telephone,may,mon,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9121,27,student,single,university.degree,no,yes,no,telephone,may,mon,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
9122,36,management,married,university.degree,unknown,no,no,cellular,aug,tue,504,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
9123,48,management,married,university.degree,no,no,no,cellular,oct,wed,81,1,6,1,success,-3.4,92.431,-26.9,0.74,5017.5,yes
9124,41,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,253,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
9125,58,admin.,divorced,basic.9y,unknown,yes,no,telephone,may,fri,38,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
9126,38,unknown,married,unknown,no,yes,no,cellular,aug,thu,44,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
9127,47,admin.,married,university.degree,unknown,yes,no,telephone,may,fri,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
9128,32,management,married,university.degree,no,yes,no,telephone,may,thu,619,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
9129,34,technician,single,professional.course,no,yes,no,cellular,may,wed,19,11,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
9130,28,blue-collar,single,basic.6y,no,yes,yes,cellular,may,fri,20,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
9131,23,student,single,high.school,no,no,no,cellular,jul,mon,270,3,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,yes
9132,46,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,407,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
9133,33,management,married,university.degree,no,yes,no,telephone,mar,thu,181,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,yes
9134,35,admin.,single,high.school,no,yes,no,telephone,may,mon,355,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9135,51,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,wed,70,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9136,46,admin.,divorced,high.school,no,yes,yes,telephone,may,wed,233,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9137,43,housemaid,married,basic.6y,unknown,yes,no,cellular,jul,thu,188,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
9138,35,housemaid,married,basic.9y,no,no,no,cellular,jul,tue,280,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9139,32,services,married,high.school,unknown,no,yes,telephone,may,tue,535,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9140,20,student,single,unknown,no,yes,yes,cellular,oct,tue,187,1,3,4,success,-1.1,94.601,-49.5,0.982,4963.6,yes
9141,47,management,married,university.degree,no,no,no,cellular,jun,mon,210,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
9142,25,admin.,single,university.degree,no,no,no,telephone,aug,tue,103,3,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,no
9143,35,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,82,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
9144,56,services,married,high.school,no,yes,no,cellular,jul,thu,427,2,999,1,failure,-1.7,94.215,-40.3,0.884,4991.6,no
9145,36,admin.,single,high.school,no,yes,no,cellular,may,thu,235,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
9146,29,services,married,high.school,no,yes,no,telephone,may,tue,275,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9147,50,technician,single,university.degree,no,yes,no,cellular,jul,tue,89,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9148,40,admin.,married,university.degree,no,yes,no,cellular,aug,thu,374,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9149,46,services,married,high.school,no,no,no,telephone,apr,mon,60,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9150,37,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,78,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
9151,37,management,divorced,high.school,no,yes,no,telephone,may,mon,63,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9152,44,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,236,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
9153,42,management,married,basic.6y,unknown,yes,no,telephone,may,mon,3078,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
9154,48,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,wed,44,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9155,49,management,married,basic.4y,no,yes,no,telephone,may,thu,637,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
9156,59,technician,single,basic.6y,no,no,no,cellular,oct,thu,86,1,999,2,failure,-3.4,92.431,-26.9,0.754,5017.5,no
9157,50,self-employed,married,university.degree,no,no,no,telephone,nov,tue,103,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
9158,59,retired,married,high.school,no,yes,no,cellular,aug,mon,370,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
9159,57,retired,married,professional.course,no,no,no,cellular,aug,wed,508,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9160,57,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,631,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9161,31,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,134,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
9162,34,admin.,single,university.degree,no,yes,yes,cellular,may,thu,384,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
9163,30,services,married,high.school,no,yes,no,cellular,jul,tue,24,26,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9164,28,admin.,married,high.school,no,no,no,cellular,jul,thu,964,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9165,62,technician,married,unknown,no,yes,no,cellular,jul,mon,273,1,16,1,success,-1.7,94.215,-40.3,0.827,4991.6,no
9166,50,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,427,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
9167,31,admin.,married,basic.9y,no,yes,no,telephone,may,fri,465,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
9168,33,blue-collar,single,basic.9y,no,yes,no,telephone,jul,thu,124,8,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
9169,46,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,203,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9170,47,technician,married,professional.course,unknown,no,no,cellular,apr,fri,92,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9171,40,admin.,single,university.degree,no,yes,no,cellular,aug,mon,160,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9172,51,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,279,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
9173,36,admin.,single,university.degree,no,no,no,cellular,oct,thu,197,2,999,0,nonexistent,-1.1,94.601,-49.5,0.965,4963.6,no
9174,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,164,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
9175,49,admin.,divorced,high.school,no,yes,no,telephone,may,tue,142,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9176,38,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,fri,215,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
9177,47,management,married,university.degree,no,no,no,cellular,nov,tue,139,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
9178,35,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,134,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
9179,30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,83,1,999,2,failure,-2.9,92.201,-31.4,0.881,5076.2,no
9180,38,blue-collar,married,professional.course,no,yes,no,telephone,nov,tue,15,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
9181,51,services,married,unknown,unknown,no,no,telephone,may,tue,141,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9182,30,services,single,high.school,no,no,no,telephone,jul,thu,444,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
9183,29,student,single,high.school,unknown,no,yes,cellular,may,tue,139,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
9184,35,self-employed,married,basic.9y,no,no,yes,telephone,jun,tue,227,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
9185,36,admin.,married,university.degree,unknown,yes,yes,cellular,aug,fri,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9186,50,admin.,married,university.degree,no,yes,no,cellular,dec,tue,410,3,999,0,nonexistent,-3.0,92.713,-33.0,0.708,5023.5,yes
9187,39,services,married,high.school,no,yes,no,telephone,may,thu,45,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
9188,48,technician,married,unknown,no,yes,yes,telephone,may,tue,83,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
9189,33,services,married,high.school,no,no,no,telephone,may,thu,63,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
9190,39,admin.,single,university.degree,no,yes,no,cellular,may,fri,150,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
9191,49,admin.,married,university.degree,unknown,no,no,telephone,may,tue,72,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
9192,29,admin.,single,high.school,no,yes,no,cellular,apr,thu,275,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
9193,59,retired,single,high.school,no,yes,no,cellular,jul,thu,143,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
9194,27,admin.,single,university.degree,no,yes,no,cellular,may,fri,431,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes
9195,43,unemployed,married,basic.4y,unknown,no,no,telephone,jun,fri,744,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
9196,29,student,single,high.school,unknown,no,no,telephone,may,mon,57,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9197,34,services,single,high.school,no,no,no,cellular,nov,wed,174,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
9198,35,technician,married,university.degree,no,yes,yes,cellular,sep,thu,62,3,999,0,nonexistent,-3.4,92.379,-29.8,0.743,5017.5,no
9199,37,management,married,university.degree,no,no,no,cellular,nov,tue,96,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
9200,43,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,216,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9201,33,technician,married,professional.course,no,no,yes,cellular,may,fri,40,6,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
9202,24,admin.,single,high.school,no,no,no,cellular,jul,mon,452,1,14,1,success,-1.7,94.215,-40.3,0.827,4991.6,yes
9203,33,admin.,married,unknown,no,yes,no,telephone,may,wed,108,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
9204,41,management,married,university.degree,no,yes,yes,cellular,apr,fri,249,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9205,23,admin.,single,professional.course,no,no,no,cellular,jul,wed,580,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9206,40,blue-collar,divorced,basic.9y,unknown,no,yes,telephone,jun,tue,1259,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
9207,36,admin.,married,university.degree,no,yes,no,cellular,aug,fri,385,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
9208,36,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
9209,33,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,155,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
9210,32,admin.,married,university.degree,no,yes,yes,cellular,jun,tue,384,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
9211,30,blue-collar,married,high.school,no,no,no,cellular,aug,fri,358,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
9212,30,services,married,high.school,no,yes,no,cellular,nov,wed,599,4,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
9213,34,services,married,basic.6y,no,no,no,telephone,jun,thu,722,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9214,31,admin.,married,basic.9y,no,no,no,cellular,nov,wed,205,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
9215,39,housemaid,married,professional.course,no,yes,no,cellular,aug,fri,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9216,34,technician,married,professional.course,no,yes,yes,telephone,jun,mon,126,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
9217,30,admin.,married,university.degree,no,no,no,telephone,may,fri,542,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9218,32,blue-collar,married,high.school,unknown,yes,no,telephone,may,thu,200,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
9219,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,124,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9220,51,admin.,married,university.degree,no,no,yes,cellular,nov,fri,220,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
9221,35,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,357,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9222,30,services,single,high.school,no,yes,no,telephone,may,thu,52,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
9223,49,unemployed,unknown,high.school,no,yes,no,cellular,nov,thu,73,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
9224,32,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,170,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
9225,34,technician,married,professional.course,no,yes,no,cellular,jul,wed,58,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9226,31,unemployed,single,high.school,no,no,no,cellular,may,thu,339,2,999,0,nonexistent,-1.8,93.876,-40.0,0.692,5008.7,no
9227,28,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,444,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
9228,37,housemaid,married,university.degree,no,yes,no,cellular,may,wed,100,1,999,0,nonexistent,-1.8,93.876,-40.0,0.672,5008.7,no
9229,38,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,fri,61,2,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
9230,58,management,married,basic.4y,no,no,no,cellular,nov,fri,240,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
9231,41,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,736,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
9232,62,blue-collar,married,basic.4y,no,no,no,cellular,nov,mon,123,1,999,1,failure,-3.4,92.649,-30.1,0.719,5017.5,no
9233,26,admin.,single,university.degree,no,no,no,cellular,jul,wed,203,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9234,27,admin.,single,high.school,no,no,no,telephone,sep,mon,6,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
9235,35,technician,married,basic.9y,no,no,no,cellular,may,tue,580,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
